MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FireplaceQu_Score,FireplaceFeature,GarageCapacityScore,TotalSize,BasementUtilityScore
20,RL,80.0,10708,No,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,BLQ,768,470,GasA,Ex,Y,FuseA,0,0,1,0,2,1,TA,Typ,Attchd,1955.0,Fin,TA,TA,Y,476,0,0,0,142,0,No,GdWo,0,11,2009,COD,Normal,190000,4,12,303,3484,379
60,RL,86.0,10562,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,0,294,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,Ex,Typ,Attchd,2007.0,Fin,TA,TA,Y,178,120,0,0,0,0,No,No,0,11,2007,New,Partial,325624,4,4,2367,3743,1288
60,RL,62.0,8244,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,840,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2004.0,Fin,TA,TA,Y,100,48,0,0,0,0,No,No,0,5,2007,WD,Normal,183500,4,4,880,2560,0
20,RL,85.0,16669,No,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,0,1686,GasA,TA,Y,SBrkr,0,0,2,1,2,1,TA,Typ,Attchd,1981.0,RFn,TA,TA,Y,574,64,0,0,0,0,No,No,0,1,2006,WD,Normal,228000,3,3,1022,3393,0
50,RM,60.0,12358,No,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,360,GasA,TA,Y,SBrkr,528,0,1,1,2,1,TA,Typ,Detchd,1991.0,Unf,TA,TA,Y,237,0,0,0,0,0,No,No,0,5,2007,WD,Normal,128500,0,0,1320,1574,0
20,RL,141.0,31770,No,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,Unf,0,441,GasA,Fa,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1960.0,Fin,TA,TA,P,210,62,0,0,0,0,No,No,0,5,2010,WD,Normal,215000,4,8,1056,2736,639
160,RL,44.0,5306,No,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Rec,215,354,GasA,Gd,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,1987.0,RFn,Gd,TA,Y,441,35,0,0,0,0,No,No,0,6,2006,WD,Normal,239000,3,3,1008,2831,495
20,RL,80.0,10197,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,374,700,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Attchd,1961.0,Unf,TA,TA,Y,0,20,0,0,0,0,No,No,0,6,2008,COD,Normal,163000,3,3,1008,2724,288
20,RL,47.0,12416,No,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,LwQ,208,0,GasA,TA,Y,SBrkr,0,0,2,0,3,1,TA,Min2,Attchd,1986.0,Fin,TA,TA,Y,192,0,0,0,0,0,No,No,0,11,2008,WD,Normal,184000,3,3,1232,3257,1398
20,RL,84.0,12615,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,No,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,Unf,0,725,GasA,TA,Y,SBrkr,0,0,2,0,4,1,Gd,Typ,Attchd,1950.0,Unf,TA,TA,Y,0,29,39,0,0,0,No,MnPrv,0,6,2007,WD,Normal,243000,4,4,1152,3360,477
60,RL,97.0,10029,No,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,0,320,GasA,TA,Y,SBrkr,0,1,2,1,4,1,TA,Typ,Attchd,1988.0,Unf,TA,TA,Y,0,228,0,0,192,0,No,No,0,9,2007,WD,Normal,211000,3,3,1042,3211,0
50,RL,71.0,13650,No,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,441,554,GasA,Ex,Y,SBrkr,0,0,2,0,4,1,Gd,Typ,Attchd,1958.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,7,2006,WD,Normal,172500,4,4,902,2972,57
20,RL,63.0,17423,No,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,0,312,GasA,Ex,Y,SBrkr,0,0,2,0,1,1,Ex,Typ,Attchd,2009.0,Fin,TA,TA,Y,0,60,0,0,0,0,No,No,0,7,2009,New,Partial,501837,4,4,3498,4450,1904
30,RM,60.0,8520,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,0,968,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,Typ,Detchd,1935.0,Unf,Fa,TA,N,0,0,184,0,0,0,No,No,0,7,2007,WD,Normal,100000,0,0,960,1936,0
160,FV,73.5,2117,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,0,320,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Detchd,2000.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,6,2007,WD,Normal,177000,3,3,880,2281,0
70,RL,54.0,7588,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,No,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,Unf,0,441,GasA,Gd,Y,SBrkr,0,0,1,1,4,1,TA,Typ,Detchd,1920.0,Unf,Fa,TA,Y,0,0,40,0,0,0,No,No,0,7,2006,WD,Normal,200100,4,4,216,2595,0
20,RL,60.0,9060,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,No,No,No,No,No,0,0,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1957.0,RFn,TA,TA,Y,116,0,0,180,0,0,No,MnPrv,0,6,2007,WD,Normal,120000,4,4,252,1340,0
50,RM,63.0,11426,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,0,1362,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Mod,Detchd,2003.0,Unf,TA,TA,N,280,238,0,0,0,0,No,No,0,6,2008,WD,Normal,200000,0,0,968,3444,0
50,RL,92.0,7438,No,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,No,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,0,504,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1986.0,Unf,TA,TA,Y,104,0,0,0,0,0,No,MnPrv,0,6,2006,WD,Normal,127000,0,0,1152,1756,0
75,RM,90.0,22950,No,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,No,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,Unf,0,1107,GasA,Ex,Y,SBrkr,572,0,2,1,4,1,Ex,Typ,Detchd,1993.0,Unf,Ex,TA,Y,0,260,0,0,410,0,No,GdPrv,0,6,2006,WD,Normal,475000,3,6,2520,4143,0
80,RL,73.0,9947,No,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,0,577,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,1990.0,Unf,TA,TA,Y,168,27,0,0,0,0,No,GdPrv,0,6,2009,WD,Normal,173000,0,0,994,2405,611
50,RL,60.0,10410,No,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Fa,TA,No,Unf,Unf,0,660,GasA,Ex,Y,SBrkr,144,0,2,1,3,1,TA,Min2,Detchd,1916.0,Unf,Fa,Fa,N,0,0,0,140,0,0,No,MnPrv,0,8,2009,WD,Normal,135000,0,0,180,2172,0
90,RL,64.0,7018,No,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,0,0,GasA,TA,Y,SBrkr,0,0,0,2,2,2,TA,Typ,Detchd,1979.0,Unf,TA,TA,Y,120,0,0,0,0,0,No,No,0,6,2009,WD,Alloca,153337,3,6,1056,2310,2172
120,RL,41.0,4923,No,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,No,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,0,440,GasA,Ex,Y,SBrkr,0,0,1,1,0,1,Ex,Typ,Attchd,2001.0,Fin,TA,TA,Y,0,120,0,0,224,0,No,No,0,8,2008,WD,Normal,286000,4,4,1364,3186,1153
70,RL,70.0,10570,No,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,No,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,Unf,0,556,GasA,TA,Y,SBrkr,0,0,2,1,3,1,Gd,Maj1,Detchd,1932.0,Unf,TA,TA,Y,0,74,0,0,0,0,No,No,0,12,2007,WD,Normal,315000,3,6,880,3580,0
60,RL,73.0,7472,No,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,0,99,GasA,Gd,Y,SBrkr,0,0,1,1,4,1,Gd,Typ,Attchd,1972.0,Fin,TA,TA,Y,0,32,0,0,0,0,No,No,0,6,2007,WD,Normal,184000,0,0,968,2204,626
20,RL,68.0,9017,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,871,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,1999.0,Fin,TA,TA,Y,0,35,0,0,0,0,No,No,0,9,2009,WD,Normal,192000,0,0,1332,2862,560
160,RM,24.0,2522,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,970,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Maj1,Detchd,2004.0,Unf,TA,TA,Y,0,40,0,0,0,0,No,No,0,5,2006,WD,Normal,130000,0,0,760,2679,0
20,RL,60.0,7180,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,0,474,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1989.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,No,0,5,2008,WD,Normal,127000,0,0,352,1728,0
160,RL,24.0,2280,No,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,0,289,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,Typ,Attchd,1976.0,Unf,TA,TA,Y,87,0,0,0,0,0,No,No,0,7,2009,WD,Normal,148500,3,3,880,2311,0
20,RL,79.0,9416,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,0,600,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Ex,Typ,Attchd,2007.0,Fin,TA,TA,Y,171,138,0,0,266,0,No,No,0,9,2007,New,Partial,311872,4,4,2358,3452,1126
75,RL,174.0,25419,No,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,No,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,LwQ,184,140,GasA,Gd,Y,SBrkr,392,1,2,0,4,1,Gd,Typ,Detchd,1918.0,Unf,TA,TA,Y,0,16,552,0,0,512,Ex,GdPrv,0,3,2006,WD,Abnorml,235000,5,5,1590,4080,1036
75,RM,92.0,5520,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,755,GasA,Ex,Y,SBrkr,371,0,1,0,5,1,TA,Typ,No,No,No,No,No,Y,0,198,30,0,0,0,No,MnPrv,0,7,2009,WD,Abnorml,104000,0,0,0,2613,0
20,RL,76.0,9591,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,0,625,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Ex,Typ,Attchd,2004.0,Fin,TA,TA,Y,0,26,0,0,170,0,No,No,0,1,2009,WD,Normal,274900,4,4,2568,3426,1088
20,RM,80.0,8546,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,0,1121,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,TA,Typ,Attchd,2003.0,RFn,TA,TA,Y,132,64,0,0,0,0,No,No,0,3,2010,WD,Normal,140000,0,0,880,2242,0
20,RL,75.0,10125,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,279,276,GasA,TA,Y,SBrkr,0,1,2,0,3,1,TA,Typ,Detchd,1980.0,Unf,TA,TA,Y,238,83,0,0,0,0,No,MnPrv,0,2,2008,WD,Normal,171500,2,4,946,2475,0
50,RL,50.0,7000,No,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,Unf,0,0,GasA,Gd,Y,SBrkr,0,0,2,0,2,1,TA,Min1,Attchd,1924.0,Unf,TA,TA,Y,0,0,126,0,0,0,No,No,0,5,2006,COD,Normal,112000,0,0,398,1927,0
120,RM,70.0,4438,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,186,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,Gd,Typ,Attchd,2004.0,RFn,TA,TA,Y,149,0,0,0,0,0,No,No,0,1,2008,WD,Normal,149000,4,4,840,1696,662
50,RM,50.0,3500,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,0,408,GasA,TA,Y,SBrkr,0,0,1,1,2,1,TA,Typ,Detchd,1948.0,Unf,TA,TA,Y,0,35,0,0,0,0,No,MnWw,0,4,2009,WD,Normal,110000,0,0,240,2004,0
20,RL,99.0,11851,No,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,0,1424,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,Typ,Attchd,1990.0,RFn,TA,TA,Y,0,34,0,508,0,0,No,No,0,5,2009,WD,Normal,180500,0,0,1000,2866,0
20,RL,40.0,13673,No,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,0,1140,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,Min2,Attchd,1962.0,RFn,TA,TA,Y,0,30,0,0,0,0,No,No,0,3,2007,WD,Normal,143900,3,3,349,2836,0
20,RL,73.0,12493,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,TA,TA,No,ALQ,Rec,306,375,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1960.0,RFn,TA,TA,Y,355,0,0,0,0,0,No,GdWo,0,4,2008,WD,Normal,141000,1,1,312,2200,419
60,RL,66.5,14364,No,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,92,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,TA,Typ,Attchd,1988.0,Fin,TA,TA,Y,60,55,0,0,154,0,No,No,0,4,2007,WD,Normal,277000,4,4,908,3219,1065
20,RL,75.0,8250,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,0,305,GasA,Ex,Y,SBrkr,0,0,1,0,3,1,TA,Typ,Attchd,1964.0,RFn,TA,Gd,Y,0,0,0,0,0,0,No,MnPrv,0,7,2008,WD,Normal,145000,0,0,1008,2184,787
30,RL,67.0,5604,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,396,GasA,TA,N,FuseA,0,0,1,0,2,1,TA,Typ,No,No,No,No,No,Y,0,0,96,0,0,0,No,No,0,4,2008,WD,Normal,98000,0,0,0,1728,468
20,RL,83.0,10420,No,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,0,1176,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2009.0,RFn,TA,TA,Y,100,22,0,0,0,0,No,No,0,3,2010,WD,Normal,186000,0,0,920,2424,0
60,FV,72.0,8640,No,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,0,78,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,Typ,Attchd,2009.0,RFn,TA,TA,Y,168,108,0,0,0,0,No,No,0,7,2009,New,Partial,252678,3,3,1288,2752,822
20,RL,43.0,13568,No,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,0,274,GasA,Ex,Y,SBrkr,0,1,1,0,3,1,TA,Typ,Attchd,1996.0,Unf,TA,TA,Y,224,0,0,0,0,0,No,No,0,7,2006,WD,Normal,156000,0,0,1152,1980,0
60,RL,70.0,10900,No,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,0,311,GasA,Ex,Y,SBrkr,0,0,1,1,3,1,TA,Typ,Attchd,1977.0,Fin,TA,TA,Y,0,36,0,0,0,0,No,MnPrv,450,3,2010,WD,Normal,161750,0,0,299,2081,0
20,RL,72.0,10011,No,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,0,710,GasA,TA,Y,SBrkr,0,1,1,0,2,1,Gd,Min1,Attchd,1957.0,Unf,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,0,5,2006,WD,Normal,134450,2,2,447,2306,0
20,RL,65.0,8450,No,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,0,490,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,Typ,Attchd,2004.0,Unf,TA,TA,Y,139,98,0,0,0,0,No,No,0,4,2008,WD,Normal,210000,0,0,968,2872,946
70,RM,57.0,9906,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,0,686,GasA,Fa,N,SBrkr,0,0,1,0,3,1,TA,Typ,Detchd,1940.0,Unf,TA,TA,Y,0,172,60,0,0,0,No,No,0,9,2006,WD,Family,107000,0,0,210,2014,0
50,RL,74.0,15660,No,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,0,457,GasA,Ex,Y,SBrkr,0,1,1,1,3,1,Gd,Typ,Attchd,1939.0,Unf,TA,TA,Y,0,119,150,0,0,0,No,No,0,5,2008,WD,Normal,311500,3,6,862,2752,0
120,RL,43.0,3010,No,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,0,1232,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,2005.0,Fin,TA,TA,Y,108,0,0,0,0,0,No,No,0,3,2006,New,Partial,167240,0,0,876,2496,0
20,RL,73.0,8990,No,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,0,1498,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,Typ,Attchd,2006.0,RFn,TA,TA,Y,351,33,0,0,0,0,No,No,0,4,2006,New,Partial,204900,0,0,1350,2996,0
60,RL,65.0,8068,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,0,1010,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,Typ,BuiltIn,2002.0,RFn,TA,TA,Y,120,46,0,0,0,0,No,No,0,12,2009,ConLI,Normal,200000,3,3,780,3277,0
60,RL,85.0,11475,No,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,0,163,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,Typ,Attchd,1975.0,RFn,TA,TA,Y,209,208,0,0,0,0,No,MnPrv,0,2,2006,WD,Normal,179900,3,3,868,2265,550
